2-gram,*/*,2/*,3/*,4/*,5/*,6/*,7/*,8/*,9/*,2/1:2,3/1:2,3/2:3,4/1:2,4/2:3,4/3:4,5/1:2,5/2:3,5/3:4,5/4:5,6/1:2,6/2:3,6/3:4,6/4:5,6/5:6,7/1:2,7/2:3,7/3:4,7/4:5,7/5:6,7/6:7,8/1:2,8/2:3,8/3:4,8/4:5,8/5:6,8/6:7,8/7:8,9/1:2,9/2:3,9/3:4,9/4:5,9/5:6,9/6:7,9/7:8,9/8:9,*/1:2,*/2:3,*/3:4,*/4:5,*/5:6,*/6:7,*/7:8,*/8:9,*/9:10,*/-9:-8,*/-8:-7,*/-7:-6,*/-6:-5,*/-5:-4,*/-4:-3,*/-3:-2,*/-2:-1
CH,16854985237,21985378,39705271,2587751883,4557044177,2303712468,2136436541,2178484730,1207018372,21985378,26812953,12892319,102600072,13354360,2471797453,764375994,6171233,39747758,3746749195,1086732512,362112325,118651325,32985575,703230735,1161476885,200989968,219438884,450808740,26782024,76940045,761850806,129766973,220473732,368641268,277309300,34612759,385829898,479087670,70920822,277592755,145828609,129410763,49843826,32562901,21771033,4942607277,900353579,3754228286,5058239892,1230468220,273705449,602173765,60990753,18561832,580483955,1190269030,1743245600,1745169828,1944597923,1127390518,219062088,7452285240
LL,16257360475,20185552,2127534658,3690118967,2068825328,1508427897,1985258397,1141400958,1497834861,20185552,4492432,2123042227,920214,24467348,3664731407,11707902,145083186,665094049,1246940194,926793,93829533,1045974105,286185810,81511660,1,175736782,1029735288,155848622,474609543,149328166,740253,116226514,370840473,94425295,148286607,277054284,133827538,715846,66860603,495897442,87872150,185390472,105056231,516856101,39186023,39688986,2954831937,7580649634,1929731864,1133202555,636535295,822192033,496353245,225925887,154930380,420170274,729245072,722696517,1527652963,1720189836,3305779895,7472584182
BE,16249257888,4818864786,141571128,2231055619,1423861708,2796921301,2679219338,919948836,779231354,4818864786,134087659,7483470,2144324295,22524183,64207143,1193475826,5146569,133299000,91940316,1958010690,6221089,151472040,670137198,11080288,2036366651,10960643,131276577,347628548,147713182,5273742,439704148,12470576,52391832,42798606,52379828,266673569,53530283,333448522,15875512,51661237,19396640,10974928,76830499,262675112,8368911,13192202950,86059842,662559126,1220541195,277677402,416324648,333157050,46180262,10194821,352692619,533559598,2164057488,2075891666,1430684118,2796886365,1676470048,5062089622
MA,15938689769,26974784,2056125020,2671264782,1899347435,2426172160,1991699310,1530836857,1165462983,26974784,2049702837,6422184,2612963592,9248786,49052406,814381183,459136063,540850719,84979473,1339882325,59093834,390344461,552120320,84731224,850250620,137831289,259523084,503680234,203396546,37017542,805510789,40323970,235405757,148605544,135545027,139926687,25519089,391396329,25876567,106384316,280892747,160856277,76761177,106267266,17028311,9641091921,801820307,1670669278,1697883816,751959147,763406056,381845594,137081638,72557332,463046011,958067740,1145511337,2626677778,1674283269,4236355329,3644225337,342436139
SI,15509759749,27378267,383771366,721806340,1457409048,1556289060,1752063694,2591567139,2039134906,27378267,373324567,10446800,670210146,43898860,7697336,745220944,260461135,434426393,17300579,705624770,5687031,666998561,174057236,3921466,441443139,5474512,334912715,880007859,88628169,1597305,124525609,769004,794806459,746461348,654482428,268459700,2062597,266499872,390668,243120217,295905569,267079785,827619145,138395493,124164,3712923586,327423245,2829159068,2928350907,1336076888,1733309392,2069767806,294633951,135225436,514187441,702419924,1170106188,2454919590,2672764245,5633175506,1661222019,70528507
OM,15402602485,3440621,80655594,5767493618,851655059,1339270198,1424909269,1615326166,1744952040,3440621,2247285,78408310,11062012,1905587579,3850844029,9664495,739712176,65592226,36686165,1437833,631249900,127444452,398391057,180746960,18628982,771723411,119583700,151340733,189968641,173663807,8292653,911053275,129477154,93534715,289646324,165167655,18154396,4161388,1330607848,96302037,80619375,143606986,19611480,37986404,32056529,66066572,8023491277,4443880459,1179556993,968757067,452635284,130898168,85086353,25239042,863870550,1522630468,1160161993,1123395147,1063558705,1387584721,2812054659,4383864401
UR,15303657595,2254016,937268162,1660430194,935005819,3376568383,2822071215,2119267116,1483973006,2254016,7846490,929421673,22133262,473689896,1164607038,96321788,307396622,420178310,111109102,27820165,1194362693,792961561,1110760825,250663143,26111412,1067389298,363567646,407017009,891702632,66283223,7754238,523444549,208185773,412480099,581686591,364442774,21273098,3808989,330559950,69026950,212435999,270038733,161698991,373980871,62422530,199604931,5125127048,3124775624,2419328766,2235066803,689483896,674733264,285256791,437949857,193258577,473273584,854967239,1674010604,2478990463,2691061561,4104982775,2617870710
CA,15174413182,27777599,1821340559,1409130202,1140660226,1608239388,2280900356,1878918870,1712693240,27777599,1812612676,8727884,1368143351,23705593,17281260,763394124,111610199,249481681,16174225,1099905919,49167723,324210764,40418201,94536785,818427240,59130144,749927169,93361284,397140758,162913766,594668970,96013955,174233139,53981850,160841809,789589684,9589469,374254593,31125350,93049122,261236229,228224147,158879308,560010131,5914367,7339016325,408925167,1758876948,582233174,1028016415,1590470620,783853480,899540450,352524927,413620447,787126137,1292652082,2284829848,2389250342,2392502024,4696437324,352737556
EL,14952716080,45655296,79634527,2190003871,1634533827,2304350952,2244798058,1864955547,1554363603,45655296,13991212,65643316,111077994,1883458550,195467329,94551335,499760889,344909452,695312154,72878977,539721073,173675566,1147884462,370190878,176649899,751593671,244665700,169578309,717959096,184351388,288318923,778566994,130580378,173665743,80028313,347685361,66109841,203266630,593017373,25448337,273182919,184813357,22924536,208292125,43418333,1233732785,5701184666,1156502209,3153161928,1501149747,892417879,397447859,436199366,236089839,668795376,1267031868,1193848177,1394759202,1632901388,1084740459,5446089587,1671428934
TA,14941000712,7840133,166070174,1116425881,2268832818,1833790605,1753109821,1891240656,1816941512,7840133,155137491,10932684,691817965,121539897,303068021,786804595,1053690094,336180154,92157978,420037743,794468392,391348938,179458708,48476828,157041453,325533807,235526303,754347300,245563374,35097589,81925215,318081595,421625508,451811713,452744139,138747217,26305275,26544424,247213957,190464146,438434068,221639960,638815309,34143848,19685807,2358252072,3063284697,2242882904,2163990847,1569087006,1660608122,762718837,393251284,457029943,407585132,576545160,1300004987,2682316837,3255519913,4350076518,1555979880,550318008
LA,14874551790,182088212,486863538,1618005187,2745950439,1685282048,2281658042,1588193605,1349869789,182088212,477229649,9633890,1146690011,439662091,31653087,1024557676,1531759292,143645616,45987858,594266124,719765829,234747199,94561560,41941340,307631659,559937215,342965401,561408014,446136728,63579030,342782703,248976532,351734712,255705136,231953311,134542537,22498680,124107211,209643812,181464859,199182428,362689300,160787799,78985129,33009258,4289223461,3902992555,1608076246,1429626791,1647666969,949255063,393193525,525103055,64279584,335638285,854213381,1000719331,2574185722,3134091029,4026998449,2110186255,439672403
NS,14350320289,5104789,26047086,273272022,971122611,746832598,2321270507,1639831891,2006530206,5104789,4448493,21598594,155059,7801263,265315702,549846,18879723,237728514,713964531,682961,288236204,122244990,5696143,329972304,1,280034315,248329184,86142032,562218653,1144546327,1,270205464,370198589,102828359,93297624,123007392,680294468,1,269526997,250900234,122420889,272561766,114065145,829346,976225835,10941144,1760728955,2920442569,1622957731,1559947370,1648850877,732786642,1208886170,846534107,715645874,899169432,823294612,1002242958,1180751997,449101033,945464072,6955266799
DI,13899990599,34613081,849976972,252441951,390931609,1022586048,1896274831,2342513517,2846815661,34613081,843688836,6288137,231898091,10798115,9745747,113376293,17610706,241571040,18373573,375281066,78309166,462803456,104792380,1399984,597005613,81918387,261977821,932409132,20290218,2673665,997850771,14301458,496853240,191987642,567143351,71352747,3024314,1360412906,30665542,270508256,285697945,135882518,751737490,10348151,1562860,6424023213,249646931,2488409483,2000312561,961151163,1108296589,253412504,185664497,28411818,1556100341,1677102713,1399036890,1465120630,963546756,3372034123,1324181974,78466620
FO,13753006197,5135382,6585545887,992091916,1031519102,1598121947,912824087,569333829,947486902,5135382,6584332370,1213518,987698962,554749,3838207,1027504312,2180840,1721950,112003,774616857,977101,821145434,1049365,333194,654819169,1,113261946,143665160,667214,410602,359221815,1,88880227,41348778,76992053,2890960,1,513422164,6953136,34570601,75572785,26409582,290558639,1,1,11149689635,14036709,1464134625,489672761,212751463,383510554,27108462,2337528,9764468,921211579,534214646,780208656,1046260309,1223383775,2345147483,6591216603,11042901
HO,13672603514,12107286,2207518811,1264430292,2660393512,2585990521,2168744579,969717858,672868065,12107286,722021424,1485497388,765755707,487386319,11288268,769838760,1871891916,9788486,8874353,331999849,1591308938,326988051,327425384,8268303,786734900,493095253,131901913,685926848,66560630,4525040,205276544,283058170,39301282,361681679,46638083,32794910,967196,122356136,123327998,26272596,188918806,49230222,157356722,5405591,1,3863829004,6520855673,591097812,1746591236,374220573,319561507,167439141,31159261,40719988,307954567,444156741,1205985374,1148029871,2990426448,4036483456,1665692342,1531527828
PE,13477683505,4415161,345836485,759664993,1151190912,2592167529,2082790002,1728790849,1365343628,4415161,341074177,4762309,108836069,201531646,449297280,289832996,288269627,449619696,123468596,1276029308,208569385,427336717,515921192,164310931,785042026,428941441,350547965,236690509,275451896,6116170,371416291,382787934,457519324,302552803,145406848,41988887,27118768,403768592,265365708,226978888,193399670,48359695,14102710,170162169,43206203,4376595933,2044218864,3516570076,2007713160,939938466,181318887,274819766,87385148,37013432,937954390,1673442652,1792363895,2466148021,1249259622,1265473761,2043432005,839647629
EC,13457763534,7832920,62859686,116933200,216990847,2149965003,2981141701,2437276778,2370360831,7832920,10613694,52245993,13767081,87247690,15918431,2330510,51846642,159128169,3685529,14320335,1254266718,72486099,798075653,10816202,102926447,1410653834,428330011,346886201,691627350,717863,228436837,1028513318,415322888,539252962,178165166,47273545,312068,63720757,938964341,339964862,623810503,335819883,16453899,51626592,1,513298051,5695869280,1820123597,2818537694,2085643024,215635551,251161376,30101056,17262876,655526851,1526744694,2027463508,3244934909,2627309199,694185122,1865503716,91984785
PR,13378480176,7516479,85320840,75841193,807998729,764677152,2595271874,2807965602,2128758939,7516479,78454570,6866271,73105341,1513453,1222401,689981417,101120591,16763608,133116,610026615,143204277,10022238,1424025,1,2368035741,38619803,184735801,3491769,388764,1,2485361940,21133327,254711227,46472938,286174,1,1,1762597787,23026151,262240900,52095162,14018408,14780536,1,1,10477241958,347891535,1811378712,296618140,56447241,363041749,6826681,13233159,3699756,2168631687,2982328227,2770529678,1111236780,1139623610,204281769,98544416,15738264
NO,13099447522,1400645479,5548666122,809600519,1003682834,732461398,1152445787,861044164,683045163,1400645479,5542707420,5958703,331765073,454184470,23650978,511181915,324894816,129058193,38547913,361341325,198756427,111893309,35486610,24983731,379240737,506132680,64680834,148329948,34912151,19149442,247791741,42657716,163940021,256721719,68645975,70653396,10633602,95042671,217750428,119915409,100111936,56699235,80560493,10140508,2824490,9025663600,1783024188,765736289,768660374,375904302,216394066,60978872,66912161,20885797,221868977,611747440,640447189,1276280093,1121367213,1125243109,6311375624,1529390478
CT,12997849407,15490030,265688854,415122062,211723567,1513710649,2246308099,2331554410,2094808639,15490030,4268111,261420744,1854340,80950741,332316983,102575,42634362,86318579,82668054,1,440059108,268023255,16322524,789305765,1,149898121,601863654,161089177,346876707,986580444,1,250195025,235240609,631286579,541091921,303474973,370265308,167953,24727147,101471712,365595755,829374924,598628404,108282938,66559813,21883005,1383107864,1697107065,1586496802,2926120499,3259413676,1327393568,629556414,78629870,283870956,250704388,775150894,1420558854,4393905764,1820989696,964688885,2928702407
US,12808517568,516975346,606393152,2328229416,1404522269,1294444120,2357650200,1233813268,1231113034,516975346,564891219,41501934,636148752,1264448510,427632156,309365027,165209853,652898176,277049216,85713216,312376066,296209949,214869481,385275412,197800583,474056854,198038966,177959138,687995480,621799184,4320834,351057860,71775239,296646766,45939738,32484637,431588200,1344933,197590974,78956852,113953302,242393024,97478186,27104472,472291298,2326777177,2959398509,1782701587,1464924670,1594811379,867460611,567735695,614185603,341722104,142574923,331953690,915015264,1046035666,1437954281,1628694701,3466522678,3707874897
AC,12625666389,12521042,293146973,1947561698,1540963141,1638084081,1666847021,2040403975,1203622901,12521042,266802593,26344381,190004460,1755475724,2081516,123440816,247948724,1153962437,15611167,733091993,328859765,325835149,241738073,8559105,378961155,424258919,370147576,83364950,386979023,23135403,611722866,161488252,528051793,229187234,146857979,360007598,3088259,302599751,171999436,255177648,60906481,228843496,71427208,111250147,1418741,3366641163,3330206340,2783693339,696916105,1161214278,949020927,221786249,54666419,48120362,580039144,945161875,987292181,2148399931,1421441722,1087294927,4348776765,94227309
OT,12465822482,10624625,4855997892,1042343761,2276136817,1174960550,1361229670,465123591,559486247,10624625,3284890,4852713003,11123546,789992029,241228188,1387307308,504473361,315392793,68963358,288070177,636231728,110507111,102957166,37194372,8916372,444270357,749024072,88357514,50450268,20211092,1135148,92226297,219222255,75770014,40408335,27510661,8850887,74479909,150787968,131175306,33943964,91010355,51327330,19906080,6855342,1786504717,7595857087,2048636769,503308378,264435452,169145882,64876395,19838282,5278889,240284255,376210528,319776967,1018436872,2994825610,823716404,1316741564,5247782340
IL,12167821321,27800117,175880729,2472762216,2495173527,1355296598,1609382399,1426979156,886858847,27800117,62943979,112936751,6634736,2148938623,317188859,11102407,387960294,1545893775,550217054,1526617,435307058,309172984,488962852,120327091,46252545,558795655,358174647,230308525,273426981,142424051,35875538,309954141,600266334,264291495,117840233,90984705,7766716,14955634,86155758,157493076,274426584,195912618,45177477,108668000,4069707,363028567,4143741591,3527626201,2081701187,860527793,440646258,376126137,108068291,128300548,254873961,327969899,762337586,1541304156,1694506276,1143123311,4861907333,1284865845
TR,12006693397,7079075,97438189,361927007,1091925402,1341740020,1674242642,1862953982,1544115244,7079075,93243429,4194761,352521246,5105235,4300528,931382780,33535946,124532425,2474254,505988294,575520069,107926888,151886846,417927,424428464,197844065,177307032,521972083,350801873,1889130,426318529,447697564,139761259,515360934,115420086,217918360,477256,418406221,293144464,283292304,206205640,255589959,37617799,49569881,288983,3908650600,1816935738,1379556972,2434426719,1162829641,695947584,365548869,201937379,15585417,978833529,1554224158,1908233462,1357464407,2723067996,1224149842,1023615117,21121907
LY,11983948243,2977343,34451486,1364221787,850389570,2060285161,1414383626,1658511577,1278472073,2977343,2142538,32308949,14078450,820985,1349322354,61812342,7680523,4336426,776560282,9709014,26753933,1542304,4923053,2017356861,5308393,13884233,17984460,27328671,5856672,1344021202,7819669,13331172,11739233,259417237,6495132,7091010,1352618130,6503379,1198789,8995528,21053712,35466689,2205401,1071662,1201976920,121360772,101974998,1432149067,1104752175,2070024181,1397513398,1364247939,1212988094,1270876291,20082260,24382826,45771897,64097733,463847029,64302632,26407961,11243013060
NC,11722631113,3788591,12351818,326397927,637941736,862145808,1258099219,2127636694,2341495208,3788591,2894767,9457052,1852570,307579247,16966112,1,34392703,599508425,4040610,1,179422274,109077036,573257492,389009,1,236245567,276574457,214840899,529753342,684958,1,416373863,369105863,155373564,181728636,1004741662,313111,1,547594719,304569782,253625636,140735657,236609975,858359444,1,8535926,2286990355,2222755713,1377454932,947879208,1477988506,1083697351,1394545596,471856519,319669187,897043297,921854211,988174200,901491056,1374152388,5742029998,35639437
ET,11634161335,249406151,1369326651,451938729,531641431,2006803434,2730030298,1346543366,1321923508,249406151,11317615,1358009037,12837892,133222079,305878760,26880350,192767083,90731131,221262870,54739631,889615804,155553282,159323084,747571637,57489996,1402381032,409905589,124269265,615400901,120583520,26977447,354287004,113249006,316716209,224842620,232304647,78166439,19595489,259236777,27739815,461499316,279106465,171294177,78777795,24673681,473953204,5139297823,1144604017,1454017474,2078963305,804903574,257104043,191605110,22697968,321068503,402120082,754274918,2152215958,2192167639,1035825171,1341729785,3120593510
UT,11423899819,8077447,4208935758,213533119,1761185042,884152964,1219563183,708338475,723425387,8077447,2475359,4206460400,7944538,159705706,45882877,14951028,85650603,511255087,1149328327,24582016,551112930,65741461,151773777,90942784,62603822,371973951,91637523,114024423,93828998,485494471,19491993,166354186,128530686,149890588,161653801,66580402,15836825,19580688,237870346,69114893,113905762,188291409,1749427,90657296,2255573,181967533,6027244735,968510841,1760230617,605134273,782622182,389966119,564725724,112502537,141090192,359364396,443331193,816689541,1524701652,647947870,1161916011,6116451147
