3-gram,*/*,3/*,4/*,5/*,6/*,7/*,8/*,9/*,3/1:3,4/1:3,4/2:4,5/1:3,5/2:4,5/3:5,6/1:3,6/2:4,6/3:5,6/4:6,7/1:3,7/2:4,7/3:5,7/4:6,7/5:7,8/1:3,8/2:4,8/3:5,8/4:6,8/5:7,8/6:8,9/1:3,9/2:4,9/3:5,9/4:6,9/5:7,9/6:8,9/7:9,*/1:3,*/2:4,*/3:5,*/4:6,*/5:7,*/6:8,*/7:9,*/8:10,*/9:11,*/-9:-7,*/-8:-6,*/-7:-5,*/-6:-4,*/-5:-3,*/-4:-2,*/-3:-1
TCO,53479854,153038,1,1,252431,26736318,17255303,1775141,153038,1,1,1,1,1,1,1,252431,1,1,1,26736318,1,1,1,1,16045554,1209750,1,1,1,1,1,257938,1517204,1,1,153038,1,43034301,3222691,6921693,1,1,1,1,1402776,4517717,766577,16571822,29463270,252431,153038
RVO,53388605,1,1,886066,2182970,32107517,1,11894037,1,1,1,1,1,886066,1,1,2182970,1,1,1,32107517,1,1,1,1,1,1,1,1,1,1,2861612,1,8536329,496098,1,1,1,39981034,167299,12624956,496098,119222,1,1,1794942,824746,3265777,3174947,40643845,2798288,886066
HIV,53346090,10129525,2367474,2752316,3326095,6769965,22724575,3828802,10129525,2072280,295195,1107804,1644513,1,1,1902908,1,1423188,1,1322279,1,5447687,1,1,4509223,1,18215353,1,1,1,2956684,1,872119,1,1,1,13309607,13718386,1,26318099,1,1,1,1,1,1087590,2956684,4868978,2194397,21226063,9164478,11847906
UBI,53010771,1026311,1,15701702,6623294,8276194,4709583,3048611,1026311,1,1,1,15701702,1,143725,6284576,194995,1,1,8161740,114455,1,1,493899,3192945,1,365542,657200,1,215031,314771,1,267914,972312,1278587,1,4510634,35186036,309449,7188982,3433632,1817073,379120,1,1,2063126,2330776,8284829,10408579,7847462,18101020,1026311
VET,52893163,2597896,4724519,2616201,11599492,11738855,10540459,1882471,2597896,4724519,1,581220,1,2034982,1532759,375788,3632070,6058878,6349640,1,3403905,1985312,1,7367817,169740,1763246,1239659,1,1,1,1,284346,753880,1,844247,1,27844831,545527,13505201,10037726,1,959882,1,1,1,116477,8951073,6803724,4165518,5600569,11186145,10691754
OHO,52724910,172322,1116604,158818,4027358,32654790,1530380,6374772,172322,1,1116604,1,158818,1,1,4027358,1,1,1,2055400,1,30599391,1,1,1,1,1530380,1,1,1,1,1,6374772,1,1,1,172322,7358177,1,45024745,1,1,169669,1,1,1,1,6520205,8599839,5557737,30758208,1288925
LPE,52625367,1,1,1036580,46189020,3942157,717785,628606,1,1,1,1,338196,698385,1,423301,45765720,1,1,1,2801625,1140533,1,1,1,717785,1,1,1,1,1,628606,1,1,1,1,1,761496,50723340,1140533,1,1,1,1,1,111224,1,628606,717785,3224925,47244447,698385
PIP,52581838,1059351,22246675,13433691,3244071,1380462,5984400,3506079,1059351,22246675,1,13433691,1,1,3244071,1,1,1,1172810,1,1,207653,1,4022864,973625,1,230955,756959,1,1475347,1432811,1,1,309302,288622,1,47023433,3491459,1,438607,1219656,288622,1,1,1,2457763,5455674,2146434,3397467,14094011,23499906,1059351
KIT,52463577,6040406,4281581,4973288,2889265,29325708,2576531,1726284,6040406,3974396,307186,4308548,488605,176137,2345628,1,543638,1,28151876,1,121508,476221,576106,2020672,314802,1,1,241059,1,1604222,122063,1,1,1,1,1,48620459,1232653,841281,476221,817164,307720,168085,1,1,1755954,2142734,28466677,2345628,4586042,5891999,7099832
TFO,52367777,1,1,1,1,685461,23840193,16682566,1,1,1,1,1,1,1,1,1,1,1,1,685461,1,1,1,1,121546,23718648,1,1,1,1,149021,12991723,3541824,1,1,1,1,956026,39464340,3541824,1,1,8405590,1,1,7793595,2215489,13113268,27945931,1,1
EOG,52360684,1,374063,849449,1,430926,434094,14602976,1,1,374063,1,849449,1,1,1,1,1,1,430926,1,1,1,1,1,434094,1,1,1,1,14361417,113562,127999,1,1,1,1,46247122,810268,2020393,2960056,1,322849,1,1,13750034,15716948,682820,993017,1,849449,374063
HFU,52251426,1,1,1,1,1500593,34240510,2002477,1,1,1,1,1,1,1,1,1,1,1,1,1,1500593,1,1,1,1,1,34240510,1,1,1,1,1,439471,1563007,1,1,1,1,1697552,46240814,1666916,1788248,857900,1,1,5091805,1,7539794,439471,39180359,1
UAB,52249405,1,1,116226,1,695680,44327750,1502005,1,1,1,1,1,116226,1,1,1,1,1,209691,485990,1,1,1,1,377562,43950189,1,1,1,1,516659,985347,1,1,1,1,209691,1852676,44935535,1,5251506,1,1,1,1,356243,516659,1572598,49687683,1,116226
CKY,52236689,1,1,28097249,5891802,2978553,14377449,589693,1,1,1,1,1,28097249,1,1,1,5891802,1,1,253349,1,2725205,1,1,2398521,1,1,11978929,1,1,482053,107641,1,1,1,1,1,31231169,6301389,2725205,11978929,1,1,1,1,1,784000,2506161,253349,1,48693182
BOM,52153546,2690715,10742905,5879196,13873106,8919804,980853,1743054,2690715,10742905,1,5879196,1,1,13873106,1,1,1,8919804,1,1,1,1,871282,1,1,1,109572,1,1743054,1,1,1,1,1,1,48625796,3418180,1,1,109572,1,1,1,1,3661019,871282,8919804,13873106,5879196,10852476,2690715
TOI,52098890,579712,5344098,3230779,9039362,8029347,9246898,2542157,579712,5344098,1,1242352,1988428,1,6718672,1306836,1013856,1,2693165,360931,2610113,1849412,515730,744109,889241,1,7081772,531779,1,197743,236894,1,571861,229371,1306292,1,17764887,5910804,6844429,10178135,1276878,5801312,3291084,1,421794,197743,4191513,3582405,8149324,17502816,15321092,1095441
CHY,52091210,1,1,4256421,2646299,6455837,10268627,17481427,1,1,1,484472,1,3771950,1,1,1,2646299,1,1,1,1,6455837,1,1,170000,150554,1,9948075,1,1,203089,942043,1,1,16336297,935573,1,6945389,4029304,8574393,13398128,16336297,1872132,1,2600953,300962,370353,4205170,2596478,1,41030585
VEG,51955286,246943,1770050,2842993,117756,559556,265256,13748705,246943,1770050,1,2842993,1,1,117756,1,1,1,559556,1,1,1,1,142161,1,1,123096,1,1,12501483,1,1247223,1,1,1,1,49906995,1,1652862,395431,1,1,1,1,1,12501483,820135,1806778,117756,2966088,1770050,246943
MBU,51915274,1,1,291822,5600825,6277960,13037557,8047764,1,1,1,1,291822,1,1,4228793,1372033,1,1,110374,5630229,537359,1,1,790830,678289,1289580,10278861,1,1,4243130,1725109,792603,1286925,1,1,1,12323144,20325518,6411251,11889391,857496,108479,1,1,4492366,13464338,3729648,1790033,12923613,12480072,1
GST,51788932,557922,1,514575,120966,23956233,8420745,5228582,557922,1,1,1,1,514575,1,1,120966,1,1,1,1,105186,23851048,1,1,558693,7862053,1,1,1,1,203558,2930001,2095025,1,1,557922,1,1397789,13479643,30150748,6062688,140147,1,1,1040278,1,1745686,11095961,12757318,226151,24923543
FTH,51712105,1,143204,39225141,2450460,9123555,468937,189624,1,143204,1,1,2436332,36788810,1,1,2450460,1,1,1,333676,1,8789880,1,1,256778,1,100393,111768,1,1,189624,1,1,1,1,143204,2436332,40130533,1,8890272,111768,1,1,1,1,111190,189624,256778,333676,5130386,45690456
XFO,51660935,1,1,1,49518637,957605,1,1,1,1,1,1,1,1,1,49518637,1,1,1,1,957605,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50703331,957605,1,1,1,1,1,1,113913,1,1,1,50476241,1,1
EFS,51485602,115088,1231190,3915698,16421601,27774773,1,856604,115088,1,1231190,1,1,3915698,1,1,1,16421601,1,1,1,1,27774773,1,1,1,1,1,1,1,1,236297,1,1,1,620308,115088,1231190,4151994,16421601,27774773,109675,620308,1,1,1,109675,236297,1,1,1,51139632
CYT,51127594,115234,1,279774,1436505,1959230,3614845,11101277,115234,1,1,279774,1,1,1,638710,797796,1,518621,468700,856361,115551,1,2438070,574716,1,259162,342900,1,7701188,581719,1,375864,940108,1502402,1,19498303,2263842,1654156,987702,2404101,8064649,9423313,5143231,1048000,9202526,3386793,3842331,1366329,17571972,6684478,115234
OTL,51001521,1,1,1448781,1808619,998630,28324256,17066965,1,1,1,101705,1347077,1,1,1808619,1,1,1,814542,184089,1,1,1,390711,27933546,1,1,1,1,1,1677913,1,1,15389053,1,101705,4360946,31149820,1,1,15389053,1,1,1,309591,943389,2068623,28748087,2094411,16736129,1
YBE,50797128,1,1,43950456,643745,1798952,1585809,462886,1,1,1,1,762692,43187765,1,428789,214957,1,1,1,1798952,1,1,1,1,1237868,116847,231096,1,1,102951,1,144426,215511,1,1,1,3540190,46439539,261272,556130,1,1,1,1,1418943,102951,1,1491817,2560096,1208743,43187765
SFI,50564802,1,1,1,477575,334460,1,38469372,1,1,1,1,1,1,1,1,477575,1,1,1,334460,1,1,1,1,1,1,1,1,1,1,245396,2948853,35275125,1,1,1,1,2641913,2948853,38255898,250982,2314041,4153120,1,376759,1606017,383992,5463755,40884397,477575,1
OXF,50540169,1,1,311834,49518637,1,1,1,1,1,1,311834,1,1,49518637,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50540169,1,1,1,1,1,1,1,1,1,1,1,49518637,311834,1,1
SBU,50470048,105101,1,1,615238,1,5534521,12091511,105101,1,1,1,1,1,1,615238,1,1,1,1,1,1,1,1,1,216488,5318034,1,1,1,1,617417,640010,10834086,1,1,105101,615238,3221997,5958043,18324715,15235424,1791508,4229134,1,1,257918,725996,8440555,38810306,1,105101
JEA,50363825,1,22999793,3715173,3190953,8092523,9454019,1610285,1,22999793,1,3715173,1,1,3190953,1,1,1,7907831,1,1,184693,1,8628092,1,1,825928,1,1,1396394,1,1,213892,1,1,1,49139315,1,1,1224511,1,1,1,1,1,1396394,8628092,7907831,3404844,4541100,23184485,1
THN,50354881,138346,122394,490376,27686827,586165,382018,8280441,138346,122394,1,1,490376,1,1,27686827,1,1,1,267293,318873,1,1,1,173943,208076,1,1,1,1,7293916,1,348168,638359,1,1,260739,46679196,526948,348168,1890704,1,649131,1,1,1094500,7293916,173943,2075880,29293187,612769,138346
MOK,50241095,147315,386578,25089786,6385254,16298612,1,558044,147315,121356,265223,176843,24912944,1,204716,6180539,1,1,1,16298612,1,1,1,1,1,1,1,1,1,1,403605,1,154440,1,1,1,650227,48670299,128469,320246,471858,1,1,1,1,318153,532073,165807,17129623,6357381,25034299,412537
ONU,50234053,1,865436,6522407,610582,4916020,11580579,9627630,1,865436,1,1,6522407,1,1,368716,241867,1,1,1483643,1,3432378,1,1,10956963,1,623617,1,1,1,8779525,1,1,1,848106,1,865436,33220935,4544322,6340205,2598896,1343824,117968,1,372654,5973211,12043172,10956963,1752076,992332,12028157,1
UGS,50225967,1,7797005,39263745,416692,143715,1659157,726686,1,1,7797005,1,1,39263745,1,1,1,416692,1,1,1,1,143715,1,1552529,1,1,1,106629,1,1,726686,1,1,1,1,1,9349533,40209402,416692,143715,106629,1,1,1,1,218973,2279214,1,1,1,47727782
TIQ,50223517,1,1,335662,1,5645600,16413619,17938334,1,1,1,1,1,335662,1,1,1,1,1,1,5645600,1,1,1,1,1715730,14697890,1,1,1,2521206,10643805,2747205,2026121,1,1,1,2521206,25546825,17715877,2717686,326260,578291,817378,1,5441316,3923730,10914588,5297358,23948676,1,335662
YLI,50170734,1,1,908466,495134,5118142,25496870,8926714,1,1,1,1,908466,1,1,207554,287581,1,1,1,3221761,1896382,1,1,14626426,9716043,1052179,102225,1,1,4546485,3480016,1,336101,564115,1,1,25828149,17596707,2948560,438325,963703,711121,447924,781532,223493,4729269,18106441,10115631,5251915,5537755,1
YMO,50167761,1,1,136922,826348,19622656,5677848,12723167,1,1,1,1,136922,1,1,585228,241121,1,1,857994,18573937,190727,1,1,1,5549312,128537,1,1,1,1,1414921,1,11308247,1,1,1,1580142,27502733,3899001,12559916,4448567,1,177407,1,1637017,928902,3028262,6708266,34960290,568768,1
CKA,50032193,1,1,1868132,2683717,18508482,18471746,6568242,1,1,1,1,1868132,1,1,155918,2527800,1,1,1,18508482,1,1,1,1,9783490,8345162,100427,242670,1,1,4498685,2069558,1,1,1,1,2024049,35691949,11785603,100427,430169,1,1,1,212173,631110,5267065,12040546,27009560,4496357,242670
GMA,50004478,112661,263076,8537597,7151755,5899920,7587192,9943387,112661,263076,1,1,1,8537597,1,1,2485247,4666509,1,1,1,5688644,211277,1,1,3515497,2738534,1333163,1,1,1,2449267,7237524,108592,148007,1,375736,1,17843320,26448927,2887237,345366,1478151,625747,1,204457,2031472,6667922,13147189,2847125,10380580,13528041
RCA,50001989,1498683,489451,3612903,3067261,7673090,5306334,12002775,1498683,114588,374864,1,1,3612903,1,2286271,653233,127759,1,2375796,4457128,1,840168,1,609348,1132023,2915864,185099,464004,1,144527,3830832,1,7911932,1,115487,1613270,5790802,20578798,3169965,17838051,895622,115487,1,1,1630460,5313428,9091172,5451290,18002810,952918,7033862
KAG,49556910,1,1,674369,628515,24455280,16114411,7382499,1,1,1,674369,1,1,277547,137184,213786,1,1,133338,1,24321943,1,1,1,195273,12393277,3525863,1,175821,1,1,4386365,211728,2608588,1,1242076,270521,409058,41101583,3737590,2608588,187500,1,1,175821,1,1,4992520,13604054,30670177,1
VEI,49526719,104078,20979882,13568686,3900494,1482538,2165183,1052616,104078,20979882,1,13568686,1,1,3568146,1,332349,1,445350,428384,608806,1,1,140301,1,1477826,547058,1,1,1,1,1052616,1,1,1,1,38806438,428384,3580807,6711093,1,1,1,1,1,6164036,249514,1497965,5474354,14724548,21312230,104078
ULG,49507610,1,1,1568059,7313612,8222811,11610247,7708216,1,1,1,1,1568059,1,1,7313612,1,1,1,2924856,118716,5179241,1,1,6998952,1,4611296,1,1,1,3974106,1,3734111,1,1,1,1,23567671,118716,20346806,5338418,1,1,136003,1,788091,6983547,15629533,7315523,12043622,6747299,1
IKI,49364555,149318,1075422,447066,11337986,2673099,28309470,506091,149318,1,1075422,1,175810,271257,1,11077359,157204,103425,1,1136041,646075,445233,445753,1,1,1,28309470,1,1,1,141527,1,1,364565,1,1,149318,13606155,1074534,33087899,810317,1,158900,185146,1,1,141527,4229774,1136041,40556365,778245,2522608
ENY,49297009,1,20177525,7157783,3307933,11651044,1777422,3388539,1,1,20177525,1,6993123,164661,1,1941002,943053,423880,1,7505555,1,1,4145490,1,446617,292785,1,380369,657654,1,1,1355473,1,196226,1,1836842,1,37063818,4258959,423880,4847583,657654,1940160,104961,1,103319,1,1802089,7798339,2137227,8421503,27406047
BUC,49174181,107461,6701611,3007117,9002865,8705959,11087047,3493634,107461,6701611,1,3007117,1,1,9002865,1,1,1,7862522,1,1,843438,1,8311656,1,268190,105977,2401227,1,2860843,1,117243,167611,347940,1,1,42949765,1,1378959,1117024,2749166,130805,524569,323899,1,2860843,8442460,7979764,9438664,3569510,10686262,107461
LMS,49068907,401943,3287441,31507009,8644732,752528,1135119,854092,401943,1,3287441,1,1,31507009,1,1,1,8644732,1,752528,1,1,1,1,397150,576022,1,1,161949,1,352638,501455,1,1,1,1,401943,5374662,32886687,9189767,1,276956,1,938897,1,699916,654841,1443639,1328549,1,1,44941966
LAX,48862603,1785660,2499359,7018726,4492182,10553866,7572274,799892,1785660,1,2499359,116490,144929,6757309,924483,259600,3308101,1,111698,457660,9984510,1,1,605098,458729,5585541,1,1,922909,512906,1,286987,1,1,1,1,4056330,3820273,37552322,1,1,1045652,2388030,1,1,795480,11952402,857412,6967682,12871370,3453029,11965234
THF,48755281,560277,1,1,1,1,31778498,2002477,560277,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31778498,1,1,1,1,1,439471,1563007,1,1,560277,1,661403,43940565,1666916,1788248,137877,1,1,4246541,542009,8139452,439471,34827536,1,560277
XAN,48707536,1,1,915779,1944443,730284,590946,34921488,1,1,1,1,1,915779,114941,1,1829503,1,113168,1,319876,197211,100032,346026,1,1,1,244921,1,1,1,1,34634502,286987,1,1,574133,1,3065156,43675319,810394,1,1,582538,1,262429,1812529,7406300,34749442,606862,2854170,1015810
LST,48684790,717739,1,342198,27295351,7236222,5168677,3383490,717739,1,1,1,1,342198,1,4404583,118403,22772367,1,100812,7135411,1,1,1,1,4690923,477755,1,1,1,1,1234016,1927877,221599,1,1,717739,4505394,13966091,26720920,1945373,669862,159417,1,1,1,322326,2933800,8105515,12448200,118403,23832302
DOT,48464919,5867036,12175651,825982,6043593,828855,5064873,8596422,5867036,12175651,1,393036,1,432947,6043593,1,1,1,238385,1,1,470072,120400,1,1,1,1,4961830,103044,1,1,643592,1,7952831,1,1,24717697,1,6620594,470072,14968874,1403212,1,1,1,5238956,1263661,1093966,6259975,9453371,17607551,6523424
AYB,48464908,1,1,43187765,1,2074947,3202198,1,1,1,1,1,43187765,1,1,1,1,1,1,1030734,1044214,1,1,1,2103973,1098226,1,1,1,1,1,1,1,1,1,1,1,46322470,2142439,1,1,1,1,1,1,1,1,2103973,2128959,1044214,43187765,1
UNW,48457952,1,1,3098193,6644099,1050961,12229796,14620360,1,1,1,3098193,1,1,4759847,1884253,1,1,265911,785051,1,1,1,11934058,138022,157718,1,1,1,14492110,1,1,128251,1,1,1,45364662,2807324,157718,128251,1,1,1,1,1,14492110,11934058,403932,5830864,4982445,1,1
VUL,48399615,1,171167,1840842,7754001,3447105,5473758,5228590,1,171167,1,1161761,679082,1,7372768,381234,1,1,2084195,114474,1248438,1,1,2659888,360369,1163796,1289708,1,1,1209680,1874646,1435747,708520,1,1,1,31113312,3409801,4622777,8065937,1,1,174206,751823,1,1572097,8209451,6924270,9359555,4255343,850248,1
TTS,48391702,206796,1,9918955,525536,230788,1074143,1777136,206796,1,1,1,1,9918955,1,1,1,525536,1,1,230788,1,1,1,1,1,1,1,1074143,1,1,1167228,1,1,1,609909,206796,1,19524592,1341690,1,1588193,609909,1,1,1,8311481,1761737,319903,424936,1,37455861
HRU,48366392,1,1506225,8152802,22365802,1609340,7592307,3549962,1,1,1506225,1,4046188,4106615,1,22365802,1,1,1,1609340,1,1,1,1,7315966,1,1,276342,1,1,3136736,1,1,178776,234452,1,1,43174994,4106615,1,606965,477821,1,1,1,3057739,3136736,7467814,1609340,22787946,4556980,5612839
ULN,48176576,1,853440,1493452,1,3289875,193880,151872,1,853440,1,1493452,1,1,1,1,1,1,215295,3074581,1,1,1,1,1,193880,1,1,1,1,1,1,151872,1,1,1,2562185,19156655,193880,926670,9192511,3739339,8458780,1612571,1599105,11012781,1,215295,28757520,1493452,853440,1
MAM,48135142,986752,9357446,5498107,2833235,11198099,4601064,7960108,986752,7538656,1818791,5160072,338036,1,2556646,1,1,276590,10974118,101143,122840,1,1,911656,1,3473929,1,215481,1,4077125,1,2330248,1426239,1,126499,1,33134306,2257968,6083537,1702828,1050582,3905926,1,1,1,4077125,911656,13304365,11988866,5466527,8218669,3082131
LUX,47991581,827202,13873431,378426,19727177,424761,2621229,5890845,827202,392219,13481213,378426,1,1,9934937,1928768,751403,7112072,1,126048,1,1,298714,2489744,131486,1,1,1,1,5788312,1,1,102534,1,1,1,23588589,15667512,751403,7685367,298714,1,1,1,1,5788312,2960506,131486,10163517,2307193,1143621,21719198
UBA,47770131,1,14458895,9949683,3807132,1564966,2412841,5826969,1,1,14458895,1,9071815,877869,1,1833488,207064,1766582,1,566945,716219,102757,179048,1,1164505,522183,726155,1,1,1,2106393,374252,3014605,1,331722,1,1,31158078,2836996,13152972,179048,331722,111320,1,1,654816,2707998,8591346,4103731,3275860,9713355,17282391
CIM,47753491,444109,171772,260601,224264,6258677,18594312,20291076,444109,171772,1,260601,1,1,121625,1,102640,1,416107,1,5842571,1,1,236748,244918,930456,17182193,1,1,104964,1,748323,19304361,1,133431,1,2116293,244918,7867072,36590480,102864,239848,592022,1,1,104964,686623,1515763,20356440,23877384,407841,444109
NIP,47685551,773724,737795,761018,5366475,6211745,3565797,226181,773724,313491,424305,1,761018,1,3565752,787245,1,1013480,1694494,1092952,2000380,1234542,189381,1,971283,531539,1795913,267065,1,1,1,226181,1,1,1,1,6347458,4036799,31356124,5488729,456445,1,1,1,1,7447325,5657920,2891956,5190241,4583536,2576113,2400887
BTE,47593905,1,1,1,1,8065307,8529178,2709674,1,1,1,1,1,1,1,1,1,1,1,165068,908896,6991345,1,1,1,713218,254276,7561686,1,1,249863,301496,1,1,2158317,1,1,414930,5351873,7245620,11354562,23226924,1,1,1,329334,4843313,301496,21946892,1163171,16711346,1
ITM,47507249,121807,1,1,2531040,5145497,603663,321517,121807,1,1,1,1,1,1,2531040,1,1,1,310804,4834694,1,1,1,117330,486334,1,1,1,1,1,321517,1,1,1,1,121807,2959172,5642543,1,32271295,6512436,1,1,1,1,1,7299345,32720367,7365733,1,121807
EKI,47507002,1,154841,968441,6087110,35353953,2418114,1324419,1,1,154841,229766,537601,201076,1,5849951,1,237160,1,1,35353953,1,1,1,269561,398665,1749890,1,1,1,386711,1,1,937709,1,1,229766,7319793,35953692,2781192,1093696,1,1,1,128868,121133,386711,1063704,554652,44121265,537601,721942
MNE,47474062,285135,644500,1277900,10027344,9584525,8218808,16092161,285135,326500,318001,1,1277900,1,1,1,10027344,1,1,3984817,449129,5004676,145906,829080,1,143048,6751345,201177,294162,362405,1,122414,150090,1,15457255,1,1803117,5580716,10741932,12019504,347082,16854802,1,126915,1,475800,829080,439961,4277953,8113226,32294847,1043201
YTI,47366135,1,1,721611,1,4739419,7270084,6792979,1,1,1,1,462642,258970,1,1,1,1,1,212829,4526591,1,1,1,226514,1,189081,6854491,1,1,1,1,1,897000,5895980,1,1,901983,4785560,189081,22863137,6048953,3069323,2041334,2267560,1,1823865,679134,14210967,6187861,24205343,258970
LTR,47290053,498422,1,6147080,2125189,5671553,4041263,798396,498422,1,1,1,6147080,1,1,134253,1990937,1,1,1,197973,5473581,1,1,1669504,2049698,322063,1,1,1,580828,217569,1,1,1,1,498422,22616895,9811394,5896464,7794664,299041,1,373179,1,7490041,10526649,3525339,3055497,654287,13611596,498422
SEY,47289499,171196,137583,4509129,29529216,9431474,1890664,532171,171196,137583,1,1,1,4509129,122550,1,1,29406667,3617201,1,1,326630,5487645,1,1,1,245409,102122,1543135,1,1,1,1,1,1,532171,4528964,1,4509129,30189103,5589766,1543135,532171,397237,1,1,1,3827600,122550,245409,566333,42047174
ONQ,47282612,1,1,1,1,5205537,16621202,17350173,1,1,1,1,1,1,1,1,1,1,1,5205537,1,1,1,1,16621202,1,1,1,1,1,16668120,1,682054,1,1,1,1,44648301,1,2634312,1,1,1,1,1,5254307,17160797,17478797,5887590,1,1,1
HDR,47173935,113136,1,1,1,1,17725415,11364836,113136,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17725415,1,1,1,1,1,11364836,1,1,1,113136,1,1,47060800,1,1,1,1,1,1,4319468,13651084,11364836,17725415,1,113136
AYO,47154414,1,3175377,19727637,14272207,6639407,1982789,366998,1,1,3175377,1,19727637,1,1,12964454,867834,439921,374838,5364309,900262,1,1,1,1394507,262894,1,1,325390,1,366998,1,1,1,1,1,374838,43874102,2030988,439921,1,325390,109180,1,1,880826,366998,1769344,5627202,13864715,20704649,3940686
HLO,47146747,1,1,1630878,1557122,1656079,19826377,2326986,1,1,1,1,1484217,146662,1,1442860,114263,1,1,818649,837431,1,1,1,19720072,1,106306,1,1,1,1961706,261899,1,103383,1,1,1,36114739,1460786,735130,1411405,929554,6341591,153548,1,3085305,1961706,24020087,4929646,2489977,1703253,146662
ITZ,47018029,1,2896246,5903364,1401919,4532995,5263048,4756266,1,336891,2559356,1,368715,5534650,1,1,1,1401919,1,1771364,893993,1,1867640,1,576883,224474,1588359,1,2873335,1,256772,101006,658716,105105,1,3634671,336891,12573931,19004152,3648992,2207663,3820204,3634671,1548722,1,16191348,533346,920698,2889471,3661799,705605,19292812
NKN,46866347,1,1,1,1,41241097,1420897,2643784,1,1,1,1,1,1,1,1,1,1,1,40948478,292620,1,1,1,1051739,369159,1,1,1,1,388003,345337,1910446,1,1,1,1,43948789,1007114,1910446,1,1,1,1,1,915869,388003,1397075,43228081,292620,1,1
MLY,46858264,1,1,2651004,31552711,1,5469320,7185232,1,1,1,1,108010,2542995,1,1,300270,31252442,1,1,1,1,1,1,1,1,1,1,5469320,1,1,1,1,1,1,7185232,1,108010,2843264,31252442,1,5469320,7185232,1,1,1,1,1,1,1,408279,46449986
OZE,46745795,1,1126821,25134219,18288472,635588,440314,784299,1,1,1126821,1,22199766,2934454,1,5250282,12895249,142943,1,635588,1,1,1,1,287326,1,1,152989,1,1,1,1,1,1,784299,1,1,29499779,15829702,142943,152989,1120386,1,1,1,1,1,287326,635588,5586369,36032300,4204216
NIL,46714810,3293747,7798787,1537836,8003254,4391858,11605684,3498445,3293747,6780063,1018725,1393038,1,144799,121834,107437,7773985,1,974795,988439,2428626,1,1,1,346468,604252,399712,10255255,1,1,123051,1,946275,1893349,535773,1,12563473,8564073,11274570,1345986,12148603,818110,1,1,1,4691451,621691,1321262,2660797,6328766,25345073,4457269
ODG,46677389,1,1,17612232,10077841,11309319,4221473,1655432,1,1,1,1,17612232,1,1,9912857,164985,1,1,11309319,1,1,1,1,2996233,285634,1,939608,1,1,362619,503290,1,789525,1,1,1,42652836,1600348,232800,1963039,1,228370,1,1,459581,1009060,3732321,11828859,10702381,18945192,1
DWE,46589829,1,1,12515026,2298902,4667376,18183204,6058841,1,1,1,12515026,1,1,2298902,1,1,1,1044282,1,3623095,1,1,14682575,1,1,3500630,1,1,5540418,1,134375,1,384050,1,1,36081199,1,5926672,3866076,384050,1,331836,1,1,5540418,16851778,1875937,2298902,20022798,1,1
KLI,46532279,1,773460,1444870,140583,2087515,25966682,12713622,1,773460,1,1444870,1,1,140583,1,1,1,362255,1,806677,918585,1,1,1,1,8695748,17270935,1,148152,1,1,648253,11917219,1,1,3048355,1,806677,10640485,30217897,1688065,1,1,130805,367047,113692,547875,1654364,24548283,18962978,1
EBO,46503927,1,286393,1867752,2287436,8916934,22629154,5599574,1,105219,181175,1556411,311342,1,100152,1629670,335820,221797,143161,4248948,569240,845248,3110341,1,476306,1,21983175,169675,1,1,354604,242818,3393953,1608202,1,1,1904940,7591356,1147876,28638763,6130518,910967,179513,1,1,389317,1145393,2266087,8985353,28437172,1767300,3513311
DYI,46386928,1,1,22424340,1,1248376,19952277,2761938,1,1,1,22424340,1,1,1,1,1,1,1,1,1248376,1,1,1,1,1,19952277,1,1,1,1,1,1,2761938,1,1,22424340,1,1248376,19952277,2761938,1,1,1,1,1,1,1,1,46386928,1,1
TEO,46353003,193180,106668,899341,2209922,2088943,1134637,12736369,193180,106668,1,1,1,899341,237310,1,1483908,488706,234341,1,1854603,1,1,1,1,841808,292830,1,1,1,1,1865131,1,10871239,1,1,1290819,1,19789148,2970167,21197978,1,890902,213994,1,12172119,3461392,3727433,1079117,13695723,1590575,1581225
SSL,46310198,566609,1,162277,788753,5204199,1312283,14403616,566609,1,1,1,1,162277,1,1,788753,1,1,1,1970609,3233591,1,1,1,569206,743078,1,1,1,1,1,2159567,1,12244050,1,566609,1,3490842,8196810,1,12244050,15103648,3431993,2731597,421635,264495,1374449,3559781,2713686,37247273,728885
YWH,46308802,1,1,1,1,1,18920910,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18920910,1,1,1,1,1,1,1,1,1,1,1,1,18920910,1,27387893,1,1,1,1,1,1,1,46308802,1,1,1
XAT,46241620,1,1,1,144010,437093,26149364,2191397,1,1,1,1,1,1,1,1,144010,1,1,1,437093,1,1,1,1,26149364,1,1,1,1,1,2191397,1,1,1,1,1,1,28921861,1,15821361,470763,287306,1,740333,1,1,2765760,42154428,437093,884342,1
